"id_ride","code","date_reservation","date_expiration","price_total","date_pickup","date_pickup_local","id_rider","id_driver","amount_riders","default_pickup_latitude","default_pickup_longitude","default_dropoff_latitude","default_dropoff_longitude","default_distance_p_to_d","default_duration_p_to_d"
869704,"dropped_off","2024-02-22 20:13:23.274938","2024-02-27 10:30:00.000000",230.82,"2024-02-29 16:30:00.000000","2024-02-29 11:30:00.000000",446824,454915,2,33.810432,-84.393883,34.459167,-83.337828,84.26,5580
869705,"completed","2024-02-22 20:13:23.290133","2024-02-27 06:50:00.000000",230.5,"2024-02-29 12:50:00.000000","2024-02-29 07:50:00.000000",446824,454915,2,34.459167,-83.337828,33.810432,-84.393883,84.14,6000
869716,"canceled_by_rider","2024-02-22 21:03:32.303165","2024-02-25 11:00:59.534931",159.53,"2024-02-27 20:15:00.000000","2024-02-27 15:15:00.000000",476444,NULL,2,34.250338,-84.490903,33.97192,-85.260361,57.66,4440
869717,"canceled_by_rider","2024-02-22 21:03:32.373099","2024-02-25 11:00:58.863593",159.8,"2024-02-27 17:00:00.000000","2024-02-27 12:00:00.000000",476444,NULL,2,33.97192,-85.260361,34.250338,-84.490903,57.76,4500
869718,"completed","2024-02-22 21:03:33.447592","2024-02-24 08:59:12.683324",101.88,"2024-02-26 18:00:00.000000","2024-02-26 13:00:00.000000",477275,454915,1,33.706253,-84.272533,33.636323,-84.773433,36.15,3540
869719,"completed","2024-02-22 21:03:33.615861","2024-02-24 08:59:11.665083",101.16,"2024-02-26 14:58:00.000000","2024-02-26 09:58:00.000000",477275,454915,1,33.636323,-84.773433,33.706253,-84.272533,35.88,3720
869720,"completed","2024-02-22 21:03:34.484843","2024-02-25 08:13:00.000000",50.03,"2024-02-27 14:13:00.000000","2024-02-27 09:13:00.000000",457680,415527,1,33.746307,-84.144073,33.784553,-84.615278,29.03,2820
869721,"completed","2024-02-22 21:03:34.594894","2024-02-25 11:00:00.000000",50.38,"2024-02-27 17:00:00.000000","2024-02-27 12:00:00.000000",457680,415527,1,33.784553,-84.615278,33.746307,-84.144073,29.25,2580
869722,"canceled_by_rider","2024-02-22 21:03:37.469809","2024-02-25 07:53:29.314402",58.71,"2024-02-27 13:53:00.000000","2024-02-27 08:53:00.000000",447816,NULL,1,34.098027,-83.769024,33.883863,-84.24455,34.59,2220
869723,"canceled_by_rider","2024-02-22 21:03:38.159925","2024-02-25 07:53:29.988358",29.36,"2024-02-27 16:30:00.000000","2024-02-27 11:30:00.000000",447816,NULL,1,33.883863,-84.24455,33.969128,-84.028762,15.78,1800
869724,"canceled_by_rider","2024-02-22 21:03:40.474586","2024-02-25 07:53:30.603330",36.57,"2024-02-27 17:30:00.000000","2024-02-27 12:30:00.000000",447816,NULL,1,33.969128,-84.028762,34.098027,-83.769024,20.4,2280
869725,"completed","2024-02-22 21:03:41.499415","2024-02-25 05:00:00.000000",95.82,"2024-02-27 11:00:00.000000","2024-02-27 06:00:00.000000",390948,395950,2,33.71435,-85.22182,33.909949,-84.352347,58.38,5400
869726,"completed","2024-02-22 21:03:43.505539","2024-02-25 08:30:00.000000",96.01,"2024-02-27 14:30:00.000000","2024-02-27 09:30:00.000000",390948,395950,2,33.909949,-84.352347,33.71435,-85.22182,58.5,5220
869727,"completed","2024-02-22 21:03:44.599774","2024-02-25 05:00:00.000000",95.82,"2024-02-27 11:00:00.000000","2024-02-27 06:00:00.000000",395156,395950,1,33.71435,-85.22182,33.909949,-84.352347,58.38,5400
869728,"completed","2024-02-22 21:03:47.806855","2024-02-25 08:30:00.000000",96.01,"2024-02-27 14:30:00.000000","2024-02-27 09:30:00.000000",395156,395950,1,33.909949,-84.352347,33.71435,-85.22182,58.5,5220
869729,"completed","2024-02-22 21:03:48.068390","2024-02-25 12:12:00.000000",44.66,"2024-02-27 18:12:00.000000","2024-02-27 13:12:00.000000",399606,472793,1,33.81652,-84.88257,33.971958,-84.552516,25.58,2880
869730,"completed","2024-02-22 21:03:51.309282","2024-02-25 15:00:00.000000",44.62,"2024-02-27 21:00:00.000000","2024-02-27 16:00:00.000000",399606,472793,1,33.971958,-84.552516,33.81652,-84.88257,25.56,2880
869731,"canceled_by_rider","2024-02-22 21:03:52.206114","2024-02-25 07:08:00.000000",72.77,"2024-02-27 13:08:00.000000","2024-02-27 08:08:00.000000",477277,473962,2,34.274307,-83.865593,33.831171,-84.33357,43.6,4920
869732,"canceled_by_rider","2024-02-22 21:03:57.094631","2024-02-25 10:30:00.000000",72.61,"2024-02-27 16:30:00.000000","2024-02-27 11:30:00.000000",477277,473962,2,33.831171,-84.33357,34.274307,-83.865593,43.5,5040
869738,"completed","2024-02-22 22:18:23.557855","2024-02-26 11:00:00.000000",31.98,"2024-02-28 17:00:00.000000","2024-02-28 12:00:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869739,"completed","2024-02-22 22:18:23.573706","2024-02-26 07:22:00.000000",31.98,"2024-02-28 13:22:00.000000","2024-02-28 08:22:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869740,"completed","2024-02-22 22:18:26.447138","2024-02-26 12:00:00.000000",31.99,"2024-02-28 18:00:00.000000","2024-02-28 13:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869741,"completed","2024-02-22 22:18:26.781982","2024-02-26 10:00:00.000000",31.99,"2024-02-28 16:00:00.000000","2024-02-28 11:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869742,"completed","2024-02-22 22:18:29.663525","2024-02-27 07:22:00.000000",31.98,"2024-02-29 13:22:00.000000","2024-02-29 08:22:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869743,"completed","2024-02-22 22:18:32.043599","2024-02-27 10:00:00.000000",31.99,"2024-02-29 16:00:00.000000","2024-02-29 11:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869744,"completed","2024-02-22 22:18:32.656265","2024-02-27 11:00:00.000000",31.98,"2024-02-29 17:00:00.000000","2024-02-29 12:00:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869745,"completed","2024-02-22 22:18:34.703650","2024-02-27 12:00:00.000000",31.99,"2024-02-29 18:00:00.000000","2024-02-29 13:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869746,"completed","2024-02-22 22:18:36.746343","2024-02-28 07:22:00.000000",31.98,"2024-03-01 13:22:00.000000","2024-03-01 08:22:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869747,"completed","2024-02-22 22:18:42.102720","2024-02-28 10:00:00.000000",31.99,"2024-03-01 16:00:00.000000","2024-03-01 11:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869748,"completed","2024-02-22 22:18:42.152257","2024-02-28 11:00:00.000000",31.98,"2024-03-01 17:00:00.000000","2024-03-01 12:00:00.000000",474213,475386,2,33.7093,-84.449978,33.919422,-84.494025,17.45,2280
869749,"completed","2024-02-22 22:18:52.463729","2024-02-28 12:00:00.000000",31.99,"2024-03-01 18:00:00.000000","2024-03-01 13:00:00.000000",474213,475386,2,33.919422,-84.494025,33.7093,-84.449978,17.46,2340
869750,"canceled_by_rider","2024-02-23 01:08:22.508518","2024-02-24 12:09:32.875053",49.85,"2024-02-26 18:07:00.000000","2024-02-26 13:07:00.000000",459547,NULL,1,33.695715,-84.467918,33.945313,-84.134277,28.91,2880
869751,"canceled_by_rider","2024-02-23 01:08:22.521054","2024-02-24 12:09:33.642836",50.05,"2024-02-26 21:00:00.000000","2024-02-26 16:00:00.000000",459547,NULL,1,33.945313,-84.134277,33.695715,-84.467918,29.04,2700
869752,"completed","2024-02-23 01:08:26.073804","2024-02-24 12:40:00.000000",48.47,"2024-02-26 18:40:00.000000","2024-02-26 13:40:00.000000",396317,457981,1,33.801132,-84.214581,33.584132,-84.542349,28.03,3060
869753,"completed","2024-02-23 01:08:27.463303","2024-02-24 09:51:00.000000",48.86,"2024-02-26 15:51:00.000000","2024-02-26 10:51:00.000000",396317,457981,1,33.584132,-84.542349,33.801132,-84.214581,28.28,2940
869754,"canceled_by_rider","2024-02-23 01:08:29.027607","2024-02-24 12:29:12.069179",56.67,"2024-02-26 21:00:00.000000","2024-02-26 16:00:00.000000",409210,NULL,1,33.627671,-83.94814,33.764796,-84.209198,19.28,1860
869755,"canceled_by_rider","2024-02-23 01:08:30.830984","2024-02-24 08:49:02.570264",73.46,"2024-02-26 14:49:00.000000","2024-02-26 09:49:00.000000",476324,NULL,1,33.967731,-83.598076,34.206937,-84.141674,44.05,4260
869756,"canceled_by_rider","2024-02-23 01:08:31.725193","2024-02-24 12:29:11.276494",56.46,"2024-02-26 18:28:00.000000","2024-02-26 13:28:00.000000",409210,NULL,1,33.764796,-84.209198,33.627671,-83.94814,19.2,1920
869757,"canceled_by_rider","2024-02-23 01:08:33.564696","2024-02-24 11:14:00.000000",42.13,"2024-02-26 17:14:00.000000","2024-02-26 12:14:00.000000",398059,388973,1,33.605219,-84.48334,33.798379,-84.216349,23.96,2760
869758,"canceled_by_rider","2024-02-23 01:08:37.038900","2024-02-24 14:00:00.000000",42.81,"2024-02-26 20:00:00.000000","2024-02-26 15:00:00.000000",398059,388973,1,33.798379,-84.216349,33.605219,-84.48334,24.4,2580
869759,"canceled_by_rider","2024-02-23 01:08:38.130717","2024-02-24 08:49:03.216963",73.48,"2024-02-26 18:15:00.000000","2024-02-26 13:15:00.000000",476324,NULL,1,34.206937,-84.141674,33.967731,-83.598076,44.06,4320
869760,"completed","2024-02-23 02:13:22.690462","2024-02-25 13:30:00.000000",26.62,"2024-02-27 19:30:00.000000","2024-02-27 14:30:00.000000",421955,477003,1,33.891567,-84.194223,33.958996,-84.005714,14.02,1800
869761,"completed","2024-02-23 02:13:22.932921","2024-02-25 17:30:00.000000",26.98,"2024-02-27 23:30:00.000000","2024-02-27 18:30:00.000000",421955,477003,1,33.958996,-84.005714,33.891567,-84.194223,14.25,1800
869762,"canceled_by_rider","2024-02-23 02:13:26.554013","2024-02-24 04:15:10.784694",26.55,"2024-02-26 10:15:00.000000","2024-02-26 05:15:00.000000",449606,NULL,1,33.922904,-84.228134,34.064728,-84.323975,13.97,1800
869763,"canceled_by_rider","2024-02-23 02:13:26.560209","2024-02-24 04:15:14.095393",26.56,"2024-02-26 15:30:00.000000","2024-02-26 10:30:00.000000",449606,NULL,1,34.064728,-84.323975,33.922904,-84.228134,13.98,1800
869764,"dropped_off","2024-02-23 02:13:38.671488","2024-02-26 04:15:00.000000",26.55,"2024-02-28 10:15:00.000000","2024-02-28 05:15:00.000000",449606,474805,1,33.922904,-84.228134,34.064728,-84.323975,13.97,1800
869765,"dropped_off","2024-02-23 02:13:38.857775","2024-02-26 09:30:00.000000",26.56,"2024-02-28 15:30:00.000000","2024-02-28 10:30:00.000000",449606,474805,1,34.064728,-84.323975,33.922904,-84.228134,13.98,1800
869766,"completed","2024-02-23 02:13:44.239567","2024-02-28 04:15:00.000000",26.55,"2024-03-01 10:15:00.000000","2024-03-01 05:15:00.000000",449606,477109,1,33.922904,-84.228134,34.064728,-84.323975,13.97,1800
869767,"completed","2024-02-23 02:13:44.488686","2024-02-28 09:30:00.000000",26.56,"2024-03-01 15:30:00.000000","2024-03-01 10:30:00.000000",449606,477109,1,34.064728,-84.323975,33.922904,-84.228134,13.98,1800
869768,"canceled_by_rider","2024-02-23 02:13:51.812944","2024-02-24 06:28:06.038671",26.56,"2024-02-26 14:00:00.000000","2024-02-26 09:00:00.000000",418812,NULL,3,33.848659,-84.315454,33.73917,-84.177498,13.98,1920
869769,"canceled_by_rider","2024-02-23 02:13:51.833206","2024-02-24 06:28:05.377408",26.55,"2024-02-26 12:27:00.000000","2024-02-26 07:27:00.000000",418812,NULL,3,33.73917,-84.177498,33.848659,-84.315454,13.97,1980
869770,"canceled_by_rider","2024-02-23 02:18:25.402301","2024-02-25 07:37:04.047052",26.48,"2024-02-27 16:15:00.000000","2024-02-27 11:15:00.000000",412774,NULL,2,33.805505,-84.393802,33.810099,-84.1872,13.93,2340
869771,"canceled_by_rider","2024-02-23 02:18:25.433455","2024-02-25 07:37:03.369995",26.4,"2024-02-27 13:37:00.000000","2024-02-27 08:37:00.000000",412774,NULL,2,33.810099,-84.1872,33.805505,-84.393802,13.88,2280
869772,"canceled_by_rider","2024-02-23 02:18:28.224784","2024-02-26 11:23:03.014237",26.39,"2024-02-28 20:00:00.000000","2024-02-28 15:00:00.000000",475435,NULL,1,33.78203,-84.41309,33.609494,-84.474756,13.87,2280
869773,"canceled_by_rider","2024-02-23 02:18:29.164725","2024-02-26 11:23:02.298177",26.39,"2024-02-28 17:23:00.000000","2024-02-28 12:23:00.000000",475435,NULL,1,33.609494,-84.474756,33.78203,-84.41309,13.87,2220
869774,"canceled_by_rider","2024-02-23 02:18:30.959814","2024-02-29 03:15:42.291571",26.39,"2024-02-29 17:23:00.000000","2024-02-29 12:23:00.000000",475435,NULL,1,33.609494,-84.474756,33.78203,-84.41309,13.87,2220
869775,"canceled_by_rider","2024-02-23 02:18:32.013576","2024-02-29 03:15:44.218765",28.5,"2024-02-29 20:00:00.000000","2024-02-29 15:00:00.000000",475435,NULL,1,33.78203,-84.41309,33.587051,-84.469171,15.22,2280
869776,"canceled_by_rider","2024-02-23 02:18:34.196399","2024-02-29 03:15:44.305548",11.61,"2024-02-29 21:08:00.000000","2024-02-29 16:08:00.000000",475435,NULL,1,33.587051,-84.469171,33.609494,-84.474756,1.79,1800
869777,"canceled_by_rider","2024-02-23 02:23:28.741885","2024-02-25 06:38:34.775972",26,"2024-02-27 12:38:00.000000","2024-02-27 07:38:00.000000",475890,NULL,1,33.700113,-84.464815,33.801586,-84.311607,13.62,3180
869778,"canceled_by_rider","2024-02-23 02:23:31.394910","2024-02-25 06:38:35.439398",16.09,"2024-02-27 15:31:00.000000","2024-02-27 10:31:00.000000",475890,NULL,1,33.801586,-84.311607,33.787071,-84.393799,6.96,1800
869779,"canceled_by_rider","2024-02-23 02:23:31.614675","2024-02-25 06:38:36.065305",18.92,"2024-02-27 18:01:00.000000","2024-02-27 13:01:00.000000",475890,NULL,1,33.787071,-84.393799,33.700113,-84.464815,8.68,1800
869780,"canceled_by_rider","2024-02-23 02:23:34.928288","2024-02-24 09:00:00.000000",26.11,"2024-02-26 15:00:00.000000","2024-02-26 10:00:00.000000",405800,467598,1,33.751637,-84.38311,33.621429,-84.513153,13.69,2040
869781,"canceled_by_rider","2024-02-23 02:23:37.277280","2024-02-24 07:30:00.000000",25.94,"2024-02-26 13:30:00.000000","2024-02-26 08:30:00.000000",405800,467598,1,33.621429,-84.513153,33.751637,-84.38311,13.58,1800
869782,"completed","2024-02-23 02:23:37.584159","2024-02-24 13:30:00.000000",25.92,"2024-02-26 19:30:00.000000","2024-02-26 14:30:00.000000",477281,477003,3,33.931093,-84.198479,33.876803,-84.023018,13.57,1800
869783,"rider_no_show","2024-02-23 02:23:40.092074","2024-02-24 16:00:00.000000",25.77,"2024-02-26 22:00:00.000000","2024-02-26 17:00:00.000000",477282,477003,3,33.876803,-84.023018,33.931093,-84.198479,13.47,1800
869784,"canceled_by_rider","2024-02-23 02:28:24.727525","2024-02-25 08:25:27.998902",25.55,"2024-02-27 14:25:00.000000","2024-02-27 09:25:00.000000",477283,NULL,1,33.60072,-84.46136,33.75438,-84.38855,13.33,2100
869785,"canceled_by_rider","2024-02-23 02:28:27.156586","2024-02-27 08:56:02.275750",25.55,"2024-02-29 14:55:00.000000","2024-02-29 09:55:00.000000",477283,NULL,1,33.60072,-84.46136,33.75438,-84.38855,13.33,2100
869786,"canceled_by_rider","2024-02-23 02:28:28.132901","2024-02-25 08:25:28.638860",25.46,"2024-02-27 17:30:00.000000","2024-02-27 12:30:00.000000",477283,NULL,1,33.75438,-84.38855,33.60072,-84.46136,13.28,2160
869787,"canceled_by_rider","2024-02-23 02:28:29.863084","2024-02-27 08:56:03.156105",25.46,"2024-02-29 18:00:00.000000","2024-02-29 13:00:00.000000",477283,NULL,1,33.75438,-84.38855,33.60072,-84.46136,13.28,2160
869788,"canceled_by_rider","2024-02-23 02:28:31.557330","2024-02-24 07:18:18.245967",25.74,"2024-02-26 13:18:00.000000","2024-02-26 08:18:00.000000",442479,NULL,2,33.703681,-84.45368,33.789042,-84.279059,13.45,2520
869789,"canceled_by_rider","2024-02-23 02:28:34.049834","2024-02-24 07:18:18.900371",25.75,"2024-02-26 19:30:00.000000","2024-02-26 14:30:00.000000",442479,NULL,2,33.789042,-84.279059,33.703681,-84.45368,13.46,2640
869790,"completed","2024-02-23 02:28:35.157307","2024-02-24 04:30:00.000000",25.82,"2024-02-26 10:30:00.000000","2024-02-26 05:30:00.000000",476956,415047,1,33.737355,-84.161046,33.750495,-84.374659,13.51,1800
869791,"completed","2024-02-23 02:28:37.338439","2024-02-24 06:00:00.000000",26.07,"2024-02-26 12:00:00.000000","2024-02-26 07:00:00.000000",476956,415047,1,33.750495,-84.374659,33.737355,-84.161046,13.67,1920
869792,"canceled_by_rider","2024-02-23 02:28:38.067190","2024-02-24 12:45:00.000000",25.64,"2024-02-26 18:45:00.000000","2024-02-26 13:45:00.000000",458507,415047,2,33.600579,-84.443974,33.751794,-84.382062,13.39,1800
869793,"canceled_by_rider","2024-02-23 02:28:39.866238","2024-02-24 16:15:00.000000",25.14,"2024-02-26 22:15:00.000000","2024-02-26 17:15:00.000000",458507,415047,2,33.751794,-84.382062,33.600579,-84.443974,13.07,1800
869794,"canceled_by_rider","2024-02-23 02:38:24.719838","2024-02-26 09:29:07.385155",18.22,"2024-02-28 18:00:00.000000","2024-02-28 13:00:00.000000",465687,NULL,1,33.60243,-84.5487,33.564668,-84.623988,7.22,1800
869795,"canceled_by_rider","2024-02-23 02:38:24.728149","2024-02-25 06:39:52.901298",25.36,"2024-02-27 15:10:00.000000","2024-02-27 10:10:00.000000",465687,NULL,1,33.660966,-84.514661,33.564668,-84.623988,13.21,1800
869796,"canceled_by_rider","2024-02-23 02:38:31.268207","2024-02-25 06:39:52.171533",25.45,"2024-02-27 12:39:00.000000","2024-02-27 07:39:00.000000",465687,NULL,1,33.564668,-84.623988,33.660966,-84.514661,13.27,1860
869797,"canceled_by_rider","2024-02-23 02:38:31.773983","2024-02-26 09:29:06.083855",25.45,"2024-02-28 15:29:00.000000","2024-02-28 10:29:00.000000",465687,NULL,1,33.564668,-84.623988,33.60148,84.54985,13.27,1860
869798,"canceled_by_rider","2024-02-23 02:38:34.180414","2024-02-25 08:47:11.850121",25.41,"2024-02-27 17:30:00.000000","2024-02-27 12:30:00.000000",401150,NULL,1,33.731027,-84.195369,33.759304,-84.406199,13.24,2640
869799,"canceled_by_rider","2024-02-23 02:38:34.228160","2024-02-25 08:47:11.177583",25.41,"2024-02-27 14:47:00.000000","2024-02-27 09:47:00.000000",401150,NULL,1,33.759304,-84.406199,33.731027,-84.195369,13.24,2580
869800,"canceled_by_rider","2024-02-23 02:43:24.392449","2024-02-24 07:33:46.270696",25.33,"2024-02-26 13:33:00.000000","2024-02-26 08:33:00.000000",451349,NULL,1,33.712913,-84.423721,33.882068,-84.378592,13.19,2520
869801,"canceled_by_rider","2024-02-23 02:43:24.629974","2024-02-24 07:33:47.254573",25.59,"2024-02-26 17:15:00.000000","2024-02-26 12:15:00.000000",451349,NULL,1,33.882068,-84.378592,33.712913,-84.423721,13.36,2640
869802,"canceled_by_rider","2024-02-23 02:43:27.439631","2024-02-26 08:28:11.616226",25.38,"2024-02-28 14:28:00.000000","2024-02-28 09:28:00.000000",474937,NULL,2,33.762572,-84.166267,33.83803,-84.3203,13.22,1920
869803,"canceled_by_rider","2024-02-23 02:43:27.951496","2024-02-26 08:28:12.292471",25.36,"2024-02-28 17:00:00.000000","2024-02-28 12:00:00.000000",474937,NULL,2,33.83803,-84.3203,33.762572,-84.166267,13.21,1860
869804,"canceled_by_rider","2024-02-23 02:43:30.274929","2024-02-23 03:43:32.091624",14.83,"2024-02-23 02:55:00.000000","2024-02-22 21:55:00.000000",475452,NULL,2,33.787548,-84.232776,33.818243,-84.196641,4.33,1800
869805,"canceled_by_rider","2024-02-23 03:03:23.039913","2024-02-26 09:15:15.462986",25.28,"2024-02-28 15:15:00.000000","2024-02-28 10:15:00.000000",419799,NULL,1,33.752004,-84.472704,33.70545,-84.27546,13.16,1800
869806,"canceled_by_rider","2024-02-23 03:03:23.043192","2024-02-26 09:15:16.140326",25.26,"2024-02-28 17:30:00.000000","2024-02-28 12:30:00.000000",419799,NULL,1,33.70545,-84.27546,33.752004,-84.472704,13.15,1800
869807,"canceled_by_rider","2024-02-23 03:13:23.603362","2024-02-26 09:19:06.395780",25.2,"2024-02-28 18:00:00.000000","2024-02-28 13:00:00.000000",413502,NULL,1,33.769579,-84.385164,33.810585,-84.191947,13.11,2580
869808,"canceled_by_rider","2024-02-23 03:13:23.612501","2024-02-26 09:19:05.693519",25,"2024-02-28 15:18:00.000000","2024-02-28 10:18:00.000000",413502,NULL,1,33.810585,-84.191947,33.769579,-84.385164,12.98,2520
869809,"canceled_by_rider","2024-02-23 03:13:26.431199","2024-02-25 09:30:22.544343",25.04,"2024-02-27 20:00:00.000000","2024-02-27 15:00:00.000000",461262,NULL,1,33.760513,-84.506426,33.600299,-84.461512,13.01,1800
869810,"canceled_by_rider","2024-02-23 03:13:27.293040","2024-02-25 09:30:21.919654",25.06,"2024-02-27 15:30:00.000000","2024-02-27 10:30:00.000000",461262,NULL,1,33.600299,-84.461512,33.760513,-84.506426,13.02,1800
869811,"canceled_by_rider","2024-02-23 03:13:29.300651","2024-02-27 09:30:47.866247",25.06,"2024-02-29 15:30:00.000000","2024-02-29 10:30:00.000000",461262,NULL,1,33.600299,-84.461512,33.760513,-84.506426,13.02,1800
869812,"canceled_by_rider","2024-02-23 03:13:33.142355","2024-02-27 09:30:48.517212",25.04,"2024-02-29 20:00:00.000000","2024-02-29 15:00:00.000000",461262,NULL,1,33.760513,-84.506426,33.600299,-84.461512,13.01,1800
869813,"canceled_by_rider","2024-02-23 03:13:35.408324","2024-02-29 09:30:00.000000",25.06,"2024-03-02 15:30:00.000000","2024-03-02 10:30:00.000000",461262,421974,1,33.600299,-84.461512,33.760513,-84.506426,13.02,1800
869814,"canceled_by_rider","2024-02-23 03:13:36.019815","2024-02-29 14:00:00.000000",25.04,"2024-03-02 20:00:00.000000","2024-03-02 15:00:00.000000",461262,421974,1,33.760513,-84.506426,33.600299,-84.461512,13.01,1800
869815,"canceled_by_rider","2024-02-23 03:18:23.104725","2024-02-26 11:31:17.248988",24.97,"2024-02-28 20:30:00.000000","2024-02-28 15:30:00.000000",477285,NULL,2,33.791022,-84.624984,33.757248,-84.420232,12.96,1800
869816,"canceled_by_rider","2024-02-23 03:18:23.109888","2024-02-26 11:31:15.993587",24.9,"2024-02-28 17:30:00.000000","2024-02-28 12:30:00.000000",477285,NULL,2,33.757248,-84.420232,33.791022,-84.624984,12.92,1800
869817,"canceled_by_rider","2024-02-23 03:18:25.956511","2024-02-25 07:15:51.372924",24.77,"2024-02-27 13:15:00.000000","2024-02-27 08:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869818,"canceled_by_rider","2024-02-23 03:18:26.950722","2024-02-25 07:15:52.055586",24.75,"2024-02-27 14:05:00.000000","2024-02-27 09:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869819,"canceled_by_rider","2024-02-23 03:18:29.076251","2024-02-25 07:15:52.708077",24.77,"2024-02-27 20:15:00.000000","2024-02-27 15:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869820,"canceled_by_rider","2024-02-23 03:18:30.381939","2024-02-25 07:15:53.381513",24.75,"2024-02-27 21:00:00.000000","2024-02-27 16:00:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869821,"canceled_by_rider","2024-02-23 03:18:31.711927","2024-02-24 07:15:31.652379",24.77,"2024-02-26 13:15:00.000000","2024-02-26 08:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869822,"canceled_by_rider","2024-02-23 03:18:34.419873","2024-02-24 07:15:32.309528",24.75,"2024-02-26 14:05:00.000000","2024-02-26 09:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869823,"canceled_by_rider","2024-02-23 03:18:37.318435","2024-02-24 07:15:32.923601",24.77,"2024-02-26 20:15:00.000000","2024-02-26 15:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869824,"canceled_by_rider","2024-02-23 03:18:37.611977","2024-02-24 07:15:33.528144",24.75,"2024-02-26 21:05:00.000000","2024-02-26 16:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869825,"canceled_by_rider","2024-02-23 03:18:39.927200","2024-02-26 07:16:12.220222",24.77,"2024-02-28 13:15:00.000000","2024-02-28 08:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869826,"canceled_by_rider","2024-02-23 03:18:42.655420","2024-02-26 07:16:12.957937",24.75,"2024-02-28 14:05:00.000000","2024-02-28 09:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869827,"canceled_by_rider","2024-02-23 03:18:43.222842","2024-02-26 07:16:13.554062",24.77,"2024-02-28 20:15:00.000000","2024-02-28 15:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869828,"canceled_by_rider","2024-02-23 03:18:46.063833","2024-02-26 07:16:14.220275",24.75,"2024-02-28 21:05:00.000000","2024-02-28 16:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869829,"canceled_by_rider","2024-02-23 03:18:46.282180","2024-02-27 07:15:00.000000",24.77,"2024-02-29 13:15:00.000000","2024-02-29 08:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869830,"canceled_by_rider","2024-02-23 03:18:48.812390","2024-02-27 08:05:00.000000",24.75,"2024-02-29 14:05:00.000000","2024-02-29 09:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.692888,-84.624738,12.82,1800
869831,"canceled_by_rider","2024-02-23 03:18:49.508959","2024-02-27 14:15:00.000000",24.77,"2024-02-29 20:15:00.000000","2024-02-29 15:15:00.000000",473635,NULL,2,33.692888,-84.624738,33.658264,-84.448136,12.83,1800
869832,"canceled_by_rider","2024-02-23 03:18:52.241044","2024-02-27 15:05:00.000000",11.64,"2024-02-29 21:05:00.000000","2024-02-29 16:05:00.000000",473635,NULL,2,33.658264,-84.448136,33.659402,-84.422265,1.85,1800
869833,"canceled_by_rider","2024-02-23 03:23:22.809723","2024-02-25 10:15:38.673959",24.97,"2024-02-27 18:45:00.000000","2024-02-27 13:45:00.000000",424036,NULL,1,33.751931,-84.383125,33.727188,-84.179417,12.96,1800
869834,"canceled_by_rider","2024-02-23 03:23:23.069038","2024-02-25 10:15:37.742449",24.7,"2024-02-27 16:15:00.000000","2024-02-27 11:15:00.000000",424036,NULL,1,33.727188,-84.179417,33.751931,-84.383125,12.79,1800
869835,"canceled_by_rider","2024-02-23 03:23:26.826019","2024-02-29 12:30:31.188831",24.89,"2024-03-01 15:00:00.000000","2024-03-01 10:00:00.000000",474442,NULL,2,33.576794,-84.393784,33.684295,-84.50976,12.91,1920
